id,title,incipit,institution_siglum
215126,,Domine dilexi decorem domus*,I-CHV
215128,,Domine deus Israel exaudi,I-CHV
215147,,Domine ne in ira tua*,I-CHV
215172,,Domine exaudi orationem meam,I-CHV
215278,,Domine rex omnipotens propter,I-CHV
215360,,Domine audivi auditum tuum*,I-CHV
215476,,Domine non habeo hominem ut,I-CHV
215480,,Domine bonum est nos hic esse,I-CHV
215505,,Domine labia mea aperies et,I-CHV
215512,,Domine bonum*,I-CHV
215572,,Domine ut video propheta es,I-CHV
215624,,Domine si hic fuisset Lazarus,I-CHV
215718,,Domine vim patior responde,I-CHV
215827,,Domine abstraxisti ab inferis,I-CHV
216063,,Domine ostende nobis patrem,I-CHV
216109,,Domine si in tempore hoc,I-CHV
216184,,Domine ostende nobis patrem,I-CHV
216293,,Domine si tu es jube me,I-CHV
216396,,Domine non aspicias peccata,I-CHV
233736,,Domine quovis mitte me,I-Far
233994,,Domine virtus et laetitia,I-Far
234049,,Domine suscipe me ut cum,I-Far
234133,,Domine audivi auditum tuum et,I-Far
234336,,Domine adjutor meus et,I-Far
234338,,Domine in virtute tua,I-Far
234347,,Domine deus Israel exaudi,I-Far
234433,,Domine in caelo misericordia*,I-Far
234516,,Domine deus in adjutorium,I-Far
234530,,Domine refugium factus es,I-Far
234562,,Domine probasti me et,I-Far
234564,,Domine clamavi ad te exaudi,I-Far
234575,,Domine exaudi*,I-Far
234578,,Domine exaudi orationem meam,I-Far
234596,,Domine si tu vis potes ,I-Far
234597,,Domine si tu vis potes me,I-Far
234598,,Domine puer meus jacet,I-Far
234599,,Domine non sum dignus ut,I-Far
234602,,Domine salva nos perimus,I-Far
234605,,Domine nonne bonum semen,I-Far
234718,,Domine qui me creasti et,I-Far
234870,,Domine refugium*,I-Far
234918,,Domine refugium*,I-Far
234936,,Domine puer meus*,I-Far
234937,,Domine non sum dignus*,I-Far
235012,,Domine non habeo hominem ut,I-Far
235014,,Domine bonum est nos hic ,I-Far
235047,,Domine qui dixisti mihi,I-Far
235049,,Domine labia mea aperies et,I-Far
235054,,Domine refugium*,I-Far
235121,,Domine refugium*,I-Far
235189,,Domine refugium*,I-Far
235214,,Domine si hic fuisses Lazarus,I-Far
235245,,Domine labia mea aperies et,I-Far
235358,,Domine vim patior responde,I-Far
235482,,Domine abstraxisti ab inferis,I-Far
235763,,Domine ostende nobis patrem,I-Far
235950,,Domine Jesu Christe qui,I-Far
236058,,Domine si tu es jube me,I-Far
236074,,Domine tu omnia nosti tu scis,I-Far
236198,,Domine Jesu Christe deus meus,I-Far
236497,,Domine mi rex da mihi ,I-Far
236775,,Domine si adhuc populo tuo,I-Far
236781,,Domine jam satis est quod,I-Far
236814,,Domine si adhuc populo tuo,I-Far
236847,,Domine Jesu Christe pastor bone,I-Far
236849,,Domine Jesu Christe seminator,I-Far
236948,,Domine Jesu Christe magister,I-Far
237114,,Domine praevenisti eum in,I-Far
237251,,Domine dominus noster quam,I-Far
237259,,Domine iste sanctus habitabit,I-Far
237286,,Domine quinque talenta,I-Far
237342,,Domine quinque talenta,I-Far
237416,,Domine domine aperi nobis,I-Far
237477,,Domine si conversus fuerit,I-Far
237618,,Domine qui custodis pactum et,I-Far
237621,,Domine si conversus fuerit,I-Far
237653,,Domine pater et deus vitae,I-Far
237743,,Domine deus qui conteris,I-Far
237755,,Domine rex omnipotens in,I-Far
237758,,Domine deus caeli et terrae,I-Far
237760,,Domine rex universae,I-Far
237769,,Domine rex omnipotens in,I-Far
237770,,Domine deus rex omnipotens,I-Far
237926,,Domine quando veneris,I-Far
237936,,Domine secundum actum meum,I-Far
237980,,Domine qui plasmasti me,I-Far
237984,,Domine quidquid vitiorum,I-Far
238218,,Domine deus virtutum converte,I-Fl
238486,,Domine audivi auditum tuum et,I-Fl
238507,,Domine audivi auditum tuum et,I-Fl
238560,,Domine praevenisti*,I-Fl
238808,,Domine in virtute tua,I-Fl
238812,,Domine ne in ira tua arguas,I-Fl
238836,,Domine dilexi decorem domus,I-Fl
238838,,Domine deus Israel exaudi,I-Fl
238877,,Domine in caelo misericordia,I-Fl
238894,,Domine in caelo misericordia,I-Fl
238897,,Domine in caelo misericordia,I-Fl
238948,,Domine ne in ira tua arguas,I-Fl
238963,,Domine deus meus in te,I-Fl
238989,,Domine deus in adjutorium,I-Fl
239032,,Domine refugium factus es,I-Fl
239035,,Domine refugium factus es,I-Fl
239042,,Domine probasti me et,I-Fl
239044,,Domine clamavi ad te exaudi,I-Fl
239069,,Domine audivi auditum tuum et,I-Fl
239085,,Domine exaudi orationem meam,I-Fl
239086,,Domine exaudi orationem meam,I-Fl
239091,,Domine exaudi orationem meam,I-Fl
239126,,Domine puer meus jacet,I-Fl
239129,,Domine nonne bonum semen,I-Fl
239331,,Domine qui me creasti et,I-Fl
239385,,Domine non aspicias peccata,I-Fl
239578,,Domine deus domini mei,I-Fl
239582,,Domine dilexi*,I-Fl
239585,,Domine deus Israel*,I-Fl
239608,,Domine puer meus jacet,I-Fl
239609,,Domine non sum dignus ut,I-Fl
239610,,Domine puer meus*,I-Fl
239611,,Domine non sum dignus ut,I-Fl
239655,,Domine labia mea aperies et,I-Fl
239794,,Domine si hic fuisses Lazarus,I-Fl
239826,,Domine labia mea aperies et,I-Fl
239925,,Domine abstraxisti ab inferis,I-Fl
240265,,Domine ostende nobis patrem,I-Fl
240580,,Domine si tu es jube me,I-Fl
240747,,Domine praevenisti*,I-Fl
240777,,Domine mi rex da mihi ,I-Fl
240943,,Domine qui operati sunt,I-Fl
240956,,Domine spes sanctorum et,I-Fl
240958,,Domine deus virtutum beati,I-Fl
240998,,Domine si adhuc*,I-Fl
241012,,Domine si adhuc populo tuo,I-Fl
241017,,Domine si adhuc populo tuo,I-Fl
241042,,Domine si adhuc populo tuo,I-Fl
241056,,Domine Jesu Christe seminator,I-Fl
241084,,Domine Jesu Christe pastor,I-Fl
241162,,Domine Jesu Christe magister,I-Fl
241260,,Domine praevenisti eum in,I-Fl
241383,,Domine dominus noster quam,I-Fl
241387,,Domine quinque talenta,I-Fl
241396,,Domine iste sanctus habitabit,I-Fl
241400,,Domine quinque talenta,I-Fl
241515,,Domine dilexi decorem domus,I-Fl
241539,,Domine qui custodis*,I-Fl
241540,,Domine si conversus*,I-Fl
241630,,Domine qui custodis pactum et,I-Fl
241631,,Domine si conversus fuerit,I-Fl
241662,,Domine pater et deus vitae,I-Fl
241723,,Domine deus qui conteris,I-Fl
241727,,Domine rex omnipotens in,I-Fl
241730,,Domine deus creator caeli et,I-Fl
241732,,Domine rex universae,I-Fl
241738,,Domine rex omnipotens in,I-Fl
241739,,Domine deus rex omnipotens,I-Fl
368137,,Domine deus virtutum converte,I-Lc
368459,,Domine audivi auditum tuum et,I-Lc
368465,,Domine audivi auditum tuum et,I-Lc
368583,,Domine suscipe me ut cum,I-Lc
368808,,Domine in virtute tua,I-Lc
368812,,Domine ne in ira tua ,I-Lc
368837,,Domine dilexi decorem domus,I-Lc
368839,,Domine deus Israel exaudi,I-Lc
368872,,Domine in caelo misericordia,I-Lc
368889,,Domine in caelo misericordia,I-Lc
368892,,Domine in caelo misericordia,I-Lc
368927,,Domine ne in ira tua ,I-Lc
368942,,Domine deus meus in te,I-Lc
368970,,Domine deus in adjutorium,I-Lc
369014,,Domine refugium factus es,I-Lc
369017,,Domine refugium factus es,I-Lc
369025,,Domine probasti me et,I-Lc
369027,,Domine clamavi ad te et,I-Lc
369052,,Domine audivi auditum tuum et,I-Lc
369074,,Domine exaudi orationem meam,I-Lc
369079,,Domine exaudi orationem meam,I-Lc
369115,,Domine puer meus jacet,I-Lc
369118,,Domine nonne bonum semen,I-Lc
369217,,Domine dilexi*,I-Lc
369227,,Domine deus domini mei,I-Lc
369299,,Domine refugium*,I-Lc
369321,,Domine non habeo hominem ut,I-Lc
369325,,Domine bonum est nos hic ,I-Lc
369352,,Domine qui dixisti mihi,I-Lc
369353,,Domine labia mea aperies et,I-Lc
369363,,Domine dimitte eam quia,I-Lc
369497,,Domine si hic fuisses Lazarus,I-Lc
369623,,Domine vim patior responde,I-Lc
369742,,Domine abstraxisti ab inferis,I-Lc
370188,,Domine qui custodis pactum et,I-Lc
370189,,Domine si conversus fuerit,I-Lc
370214,,Domine pater et deus vitae,I-Lc
370297,,Domine deus qui conteris,I-Lc
370299,,Domine rex omnipotens in,I-Lc
370305,,Domine rex omnipotens in,I-Lc
370710,,Domine qui me creasti et,I-Lc
370747,,Domine non aspicias*,I-Lc
370765,,Domine non aspicias peccata,I-Lc
370943,,Domine ostende nobis patrem,I-Lc
371078,,Domine si tu es jube ,I-Lc
371345,,Domine praevenisti*,I-Lc
371370,,Domine mi rex da mihi ,I-Lc
371533,,Domine qui operati sunt,I-Lc
371542,,Domine spes sanctorum et,I-Lc
371544,,Domine deus virtutum beati,I-Lc
371577,,Domine si adhuc*,I-Lc
371591,,Domine si adhuc populo tuo,I-Lc
371594,,Domine si adhuc populo tuo,I-Lc
371623,,Domine si adhuc populo tuo,I-Lc
371638,,Domine Jesu Christe seminator,I-Lc
371667,,Domine Jesu Christe pastor,I-Lc
371903,,Domine praevenisti eum in,I-Lc
371960,,Domine dominus noster quam,I-Lc
371964,,Domine quinque talenta,I-Lc
371971,,Domine iste sanctus habitabit,I-Lc
371978,,Domine quinque talenta,I-Lc
372037,,Domine praevenisti*,I-Lc
372038,,Domine iste sanctus*,I-Lc
372142,,Domine dilexi decorem domus,I-Lc
372158,,Domine qui custodis*,I-Lc
372197,,Domine quando veneris,I-Lc
372207,,Domine secundum actum meum,I-Lc
351442,,Domine audivi auditum tuum et,I-MC
351537,,Domine libera animam meam a,I-MC
351875,,Domine deus meus in te,I-MC
351884,,Domine in virtute tua,I-MC
351895,,Domine ne in ira tua arguas,I-MC
351912,,Domine dilexi decorem domus,I-MC
352077,,Domine refugium factus es,I-MC
352115,,Domine audivi auditum tuum et,I-MC
352124,,Domine probasti me et,I-MC
352126,,Domine clamavi ad te exaudi,I-MC
352144,,Domine exaudi orationem meam,I-MC
352174,,Domine puer meus jacet,I-MC
352176,,Domine descende ut sanes,I-MC
352178,,Domine salva nos perimus,I-MC
352437,,Domine qui me creasti et,I-MC
352742,,Domine puer meus jacet,I-MC
352744,,Domine puer meus*,I-MC
352745,,Domine non sum dignus ut,I-MC
352777,,Domine deus Israel exaudi,I-MC
352855,,Domine bonum est nos hic ,I-MC
352856,,Domine labia mea aperies et,I-MC
352863,,Domine bonum est*,I-MC
352929,,Domine si peccaverit in me,I-MC
353138,,Domine vim patior responde,I-MC
353219,,Domine tu mihi lavas pedes,I-MC
353220,,Domine non tantum pedes meos,I-MC
353299,,Domine deus virtutum converte,I-MZ
353556,,Domine audivi auditum tuum et,I-MZ
353581,,Domine audivi*,I-MZ
353714,,Domine puer meus jacet,I-MZ
353716,,Domine salva nos perimus,I-MZ
353722,,Domine ne in ira tua arguas,I-MZ
353740,,Domine in virtute tua,I-MZ
353744,,Domine dilexi decorem domus,I-MZ
353746,,Domine deus Israel exaudi,I-MZ
353774,,Domine in caelo misericordia,I-MZ
353812,,Domine ne in ira tua arguas,I-MZ
353856,,Domine deus in adjutorium,I-MZ
353870,,Domine refugium factus es,I-MZ
353899,,Domine audivi auditionem tuam,I-MZ
353910,,Domine exaudi orationem meam,I-MZ
353913,,Domine exaudi orationem meam,I-MZ
354018,,Domine deus domini mei,I-MZ
354028,,Domine refugium factus es,I-MZ
354116,,Domine bonum est nos hic ,I-MZ
354142,,Domine qui dixisti mihi,I-MZ
354144,,Domine qui dixisti mihi,I-MZ
354146,,Domine labia mea aperies et,I-MZ
354230,,Domine ut video propheta es,I-MZ
354289,,Domine si hic fuisses Lazarus,I-MZ
354322,,Domine labia mea aperies et,I-MZ
354409,,Domine vim patior responde,I-MZ
354533,,Domine abstraxisti ab inferis,I-MZ
354549,,Domine post passionem tuam et,I-MZ
354855,,Domine si in tempore hoc,I-MZ
355000,,Domine qui custodis pactum et,I-MZ
355001,,Domine si conversus fuerit,I-MZ
355036,,Domine pater et deus vitae,I-MZ
355039,,Domine pater et deus vitae,I-MZ
355143,,Domine deus qui conteris,I-MZ
355146,,Domine deus rex caeli et,I-MZ
355158,,Domine rex omnipotens in,I-MZ
355168,,Domine rex omnipotens in,I-MZ
355169,,Domine deus rex omnipotens,I-MZ
355464,,Domine suscipe me ut cum,I-MZ
355846,,Domine si tu es jube me,I-MZ
355968,,Domine ostende*,I-MZ
355970,,Domine ostende*,I-MZ
355985,,Domine ostende nobis patrem,I-MZ
355987,,Domine ostende nobis patrem,I-MZ
355992,,Domine ostende nobis patrem,I-MZ
356204,,Domine mi rex da mihi ,I-MZ
356352,,Domine qui operati sunt,I-MZ
356363,,Domine spes sanctorum et,I-MZ
356364,,Domine deus virtutum beati,I-MZ
356386,,Domine si adhuc populo tuo,I-MZ
356389,,Domine si adhuc populo tuo,I-MZ
356413,,Domine si adhuc populo tuo,I-MZ
356437,,Domine Jesu Christe seminator,I-MZ
356444,,Domine Jesu Christe pastor,I-MZ
356520,,Domine Jesu Christe magister,I-MZ
363573,,Domine deus virtutum converte,I-Nn
363678,,Domine praestolamur adventum,I-Nn
364081,,Domine audivi auditum tuum et,I-Nn
364273,,Domine ne in ira tua arguas,I-Nn
364291,,Domine in virtute tua,I-Nn
364301,,Domine deus Israel exaudi,I-Nn
364356,,Domine in caelo misericordia,I-Nn
364497,,Domine deus in adjutorium,I-Nn
364511,,Domine refugium factus es,I-Nn
364544,,Domine audivi auditum tuum et,I-Nn
364550,,Domine probasti me et,I-Nn
364552,,Domine clamavi ad te exaudi,I-Nn
364565,,Domine exaudi orationem meam,I-Nn
364568,,Domine exaudi orationem meam,I-Nn
364588,,Domine si tu vis potes ,I-Nn
364590,,Domine salva nos perimus,I-Nn
364591,,Domine nonne bonum semen,I-Nn
364631,,Domine refugium factus es,I-Nn
364680,,Domine refugium factus es,I-Nn
364720,,Domine refugium factus es,I-Nn
364746,,Domine puer meus jacet,I-Nn
364747,,Domine non sum dignus ut,I-Nn
364748,,Domine puer meus jacet,I-Nn
364749,,Domine non sum dignus ut,I-Nn
364862,,Domine qui dixisti mihi,I-Nn
364868,,Domine labia mea aperies et,I-Nn
364874,,Domine bonum est nos hic esse,I-Nn
364938,,Domine ut video propheta es,I-Nn
364990,,Domine si hic fuisses Lazarus,I-Nn
365030,,Domine labia mea aperies et,I-Nn
365146,,Domine vim patior responde,I-Nn
365276,,Domine abstraxisti ab inferis,I-Nn
365742,,Domine qui custodis pactum et,I-Nn
365745,,Domine si conversus fuerit,I-Nn
365828,,Domine pater et deus vitae,I-Nn
365904,,Domine deus qui conteris,I-Nn
365908,,Domine rex omnipotens in,I-Nn
365909,,Domine deus rex omnipotens,I-Nn
365910,,Domine rex omnipotens in,I-Nn
365913,,Domine rex universae,I-Nn
365915,,Domine deus creator caeli et,I-Nn
365987,,Domine dominus noster quam,I-Nn
366222,,Domine qui me creasti et,I-Nn
366405,,Domine ostende nobis patrem,I-Nn
366413,,Domine ostende nobis patrem*,I-Nn
366590,,Domine si tu es jube me,I-Nn
366915,,Domine mi rex da mihi ,I-Nn
367069,,Domine qui operati sunt,I-Nn
367077,,Domine spes sanctorum et,I-Nn
367111,,Domine si adhuc populo tuo,I-Nn
367114,,Domine si adhuc populo tuo,I-Nn
367136,,Domine si adhuc populo tuo,I-Nn
367161,,Domine Jesu Christe seminator,I-Nn
367169,,Domine Jesu Christe pastor,I-Nn
367301,,Domine praevenisti eum in,I-Nn
367402,,Domine quinque talenta,I-Nn
367409,,Domine dominus noster quam,I-Nn
367417,,Domine iste sanctus habitabit,I-Nn
367469,,Domine iste sanctus*,I-Nn
367474,,Domine quinque talenta,I-Nn
367489,,Domine quinque*,I-Nn
367584,,Domine si conversus fuerit,I-Nn
367637,,Domine quando veneris,I-Nn
367655,,Domine secundum actum meum,I-Nn
712528,,Domine Deus salutis*,I-Nn
712530,,Domine in tua misericordia speravi,I-Nn
712541,,Domine convertere*,I-Nn
712562,,Domine deus virtutum exaudi preces,I-Nn
712591,,Domine refugium factus es nobis,I-Nn
712612,,Domine dominus noster quam admirabile,I-Nn
712751,,Domine in auxilium meum respice,I-Nn
712752,,Domine memorabor*,I-Nn
419534,,Domine praestolamur adventum,I-PCd
419912,,Domine audivi auditum tuum et,I-PCd
420164,,Domine si tu vis potes ,I-PCd
420174,,Domine salva nos perimus,I-PCd
420177,,Domine salva nos perimus,I-PCd
420180,,Domine nonne bonum semen,I-PCd
420190,,Domine deus meus in te,I-PCd
420193,,Domine ne in ira tua arguas,I-PCd
420213,,Domine adjutor meus et,I-PCd
420222,,Domine deus Israel exaudi,I-PCd
420336,,Domine si inquiras cordis,I-PCd
420397,,Domine deus in adjutorium,I-PCd
420411,,Domine refugium factus es,I-PCd
420443,,Domine probasti me et,I-PCd
420445,,Domine clamavi ad te exaudi,I-PCd
420455,,Domine exaudi orationem meam,I-PCd
420458,,Domine exaudi orationem meam,I-PCd
420509,,Domine refugium factus es,I-PCd
420565,,Domine refugium*,I-PCd
420593,,Domine puer meus jacet,I-PCd
420594,,Domine non sum dignus ut,I-PCd
420600,,Domine refugium tu factus es,I-PCd
420616,,Domine puer meus jacet,I-PCd
420617,,Domine non sum dignus ut,I-PCd
420703,,Domine non habeo hominem ut,I-PCd
420707,,Domine bonum est nos hic ,I-PCd
420734,,Domine qui dixisti mihi,I-PCd
420736,,Domine qui dixisti mihi,I-PCd
420745,,Domine labia mea aperies et,I-PCd
420844,,Domine ut video propheta es,I-PCd
420913,,Domine si hic fuisses Lazarus,I-PCd
420955,,Domine labia mea aperies et,I-PCd
421050,,Domine vim patior responde,I-PCd
421173,,Domine abstraxisti ab inferis,I-PCd
421941,,Domine qui custodis pactum et,I-PCd
421944,,Domine si conversus fuerit,I-PCd
421984,,Domine pater et deus vitae,I-PCd
422069,,Domine deus qui conteris,I-PCd
422077,,Domine rex*,I-PCd
422078,,Domine rex omnipotens in,I-PCd
422083,,Domine deus caeli et terrae,I-PCd
422090,,Domine rex omnipotens in,I-PCd
422337,,Domine suscipe me ut cum,I-PCd
422379,,Domine suscipe me*,I-PCd
422671,,Domine qui me creasti et,I-PCd
422711,,Domine si tu es*,I-PCd
422802,,Domine quinque talenta*,I-PCd
422809,,Domine dominus noster*,I-PCd
422817,,Domine iste sanctus*,I-PCd
422821,,Domine praevenisti eum*,I-PCd
423002,,Domine ostende nobis patrem,I-PCd
423087,,Domine suscipe me*,I-PCd
423147,,Domine libera animas servorum,I-PCd
423177,,Domine*,I-PCd
423288,,Domine si tu es jube me,I-PCd
423437,,Domine quinque*,I-PCd
423749,,Domine mi rex da mihi ,I-PCd
423871,,Domine deus meus non me,I-PCd
423993,,Domine*,I-PCd
424006,,Domine praevenisti*,I-PCd
424053,,Domine qui operati sunt,I-PCd
424055,,Domine spes sanctorum et,I-PCd
424064,,Domine deus virtutum beati,I-PCd
424099,,Domine si adhuc populo tuo,I-PCd
424102,,Domine si adhuc populo tuo,I-PCd
424207,,Domine Jesu Christe seminator,I-PCd
424215,,Domine Jesu Christe pastor,I-PCd
424303,,Domine Jesu Christe magister,I-PCd
424359,,Domine Jesu Christe magister*,I-PCd
424365,,Domine quinque talenta*,I-PCd
424580,,Domine praevenisti eum in,I-PCd
424616,,Domine quinque talenta,I-PCd
424623,,Domine dominus noster quam,I-PCd
424631,,Domine iste sanctus habitabit,I-PCd
424662,,Domine quinque talenta,I-PCd
424759,,Domine si conversus fuerit,I-PCd
424786,,Domine dilexi decorem domus,I-PCd
424795,,Domine dilexi*,I-PCd
424796,,Domine dilexi decorem domus,I-PCd
424819,,Domine qui custodis pactum et,I-PCd
424821,,Domine si conversus*,I-PCd
424860,,Domine quando veneris,I-PCd
672748,,Domine qui dixisti mihi revertere,I-Pc
690774,,Domine dominus noster quam admirabile,I-Ps
690788,,Domine Dominus noster quam admirabile,I-Ps
690864,,Domine quinque talenta tradidisti mihi,I-Ps
690932,,Domine in virtute*,I-Ps
691012,,Domine non secundum peccata nostra,I-Ps
691013,,Domine ne memineris iniquitatum nostrarum ,I-Ps
691016,,Domine abstraxisti ab inferis animam,I-Ps
476464,,Domine deus virtutum converte,I-Rss
476714,,Domine audivi auditum tuum et,I-Rss
675121,,Domine deus virtutum converte nos,I-Rss
675289,,Domine non secundum peccata nostra ,I-Rss
675290,,Domine ne memineris iniquitatum nostrarum,I-Rss
675304,,Domine vivifica me secundum eloquium,I-Rss
675328,,Domine deus virtutum exaudi preces,I-Rss
675331,,Domine refugium factus es nobis ,I-Rss
675359,,Domine deus salutis meae in,I-Rss
675364,,Domine refugium tu factus es ,I-Rss
675369,,Domine Deus salutis meae in,I-Rss
675370,,Domine deus meus in te,I-Rss
675384,,Domine Dominus noster quam admirabile,I-Rss
675391,,Domine ne in furore tuo,I-Rss
675410,,Domine libera animam meam a ,I-Rss
675411,,Domine in auxilium meum respice ,I-Rss
675450,,Domine quis habitabit in tabernaculo,I-Rss
675504,,Domine fac mecum misericordiam tuam,I-Rss
425005,,Domine deus virtutum*,I-Rv
425037,,Domine qui sedes super,I-Rv
425134,,Domine Jesu Christe si tuae,I-Rv
425242,,Domine quovis mitte me,I-Rv
425428,,Domine audivi*,I-Rv
425438,,Domine audivi auditum tuum et,I-Rv
425587,,Domine suscipe me ut cum,I-Rv
425927,,Domine in virtute tua,I-Rv
425931,,Domine ne in ira tua arguas,I-Rv
425952,,Domine dilexi decorem domus,I-Rv
425961,,Domine deus Israel exaudi,I-Rv
425999,,Domine in caelo*,I-Rv
426013,,Domine in caelo misericordia,I-Rv
426016,,Domine in caelo misericordia,I-Rv
426049,,Domine ne in ira tua arguas,I-Rv
426069,,Domine deus meus in te,I-Rv
426097,,Domine deus in adjutorium,I-Rv
426143,,Domine refugium factus es,I-Rv
426146,,Domine refugium factus es,I-Rv
426155,,Domine probasti me et,I-Rv
426157,,Domine clamavi ad te exaudi,I-Rv
426180,,Domine audivi auditum tuum et,I-Rv
426200,,Domine exaudi orationem*,I-Rv
426203,,Domine exaudi orationem meam,I-Rv
426240,,Domine si tu vis potes ,I-Rv
426241,,Domine puer meus jacet,I-Rv
426242,,Domine non sum dignus ut,I-Rv
426248,,Domine salva nos perimus,I-Rv
426250,,Domine nonne bonum semen,I-Rv
426267,,Domine praevenisti*,I-Rv
426482,,Domine audivi a multis de,I-Rv
426643,,Domine qui me fecisti,I-Rv
426651,,Domine qui me creasti et,I-Rv
426714,,Domine si tu es*,I-Rv
426853,,Domine non aspicias peccata,I-Rv
426955,,Domine in virtute tua*,I-Rv
427112,,Domine puer meus jacet,I-Rv
427113,,Domine non sum dignus ut,I-Rv
427114,,Domine puer meus jacet,I-Rv
427115,,Domine non sum dignus ut,I-Rv
427186,,Domine refugium factus es,I-Rv
427220,,Domine non habeo hominem ut,I-Rv
427244,,Domine bonum est nos hic ,I-Rv
427252,,Domine qui dixisti mihi,I-Rv
427265,,Domine labia mea aperies et,I-Rv
427366,,Domine si peccaverit in me,I-Rv
427375,,Domine ut video propheta es,I-Rv
427472,,Domine si hic fuisses Lazarus,I-Rv
427474,,Domine ecce quem amas,I-Rv
427523,,Domine labia mea aperies et,I-Rv
427666,,Domine vim patior responde,I-Rv
427731,,Domine miserere,I-Rv
427735,,Domine miserere,I-Rv
427739,,Domine miserere,I-Rv
427744,,Domine in fide qua*,I-Rv
427827,,Domine abstraxisti ab inferis,I-Rv
427846,,Domine post passionem tuam et,I-Rv
428296,,Domine ostende nobis patrem,I-Rv
428309,,Domine ostende nobis patrem,I-Rv
428627,,Domine qui custodis pactum et,I-Rv
428631,,Domine si conversus fuerit,I-Rv
428707,,Domine nonne bonum semen,I-Rv
428715,,Domine filia mea modo,I-Rv
428719,,Domine descende ut sanes,I-Rv
428775,,Domine pater et deus vitae,I-Rv
428872,,Domine deus qui conteris,I-Rv
428884,,Domine rex omnipotens libera,I-Rv
428886,,Domine rex omnipotens in,I-Rv
428891,,Domine deus caeli et terrae,I-Rv
428893,,Domine rex universae,I-Rv
428942,,Domine deus Israel exaudi,I-Rv
428972,,Domine deus virtutum,I-Rv
429177,,Domine si tu es jube me,I-Rv
429210,,Domine tu omnia nosti tu,I-Rv
429589,,Domine mi rex da mihi in,I-Rv
429862,,Domine spes sanctorum et,I-Rv
429864,,Domine deus virtutum beati,I-Rv
429963,,Domine si adhuc*,I-Rv
429973,,Domine jam satis est quod,I-Rv
429985,,Domine si adhuc populo tuo,I-Rv
429989,,Domine si adhuc populo tuo,I-Rv
429992,,Domine si adhuc populo tuo,I-Rv
430023,,Domine si adhuc populo tuo,I-Rv
430054,,Domine Jesu Christe seminator,I-Rv
430063,,Domine Jesu Christe pastor,I-Rv
430112,,Domine Jesu Christu spes,I-Rv
430186,,Domine Jesu Christe magister,I-Rv
430524,,Domine praevenisti eum in,I-Rv
430748,,Domine dominus noster quam,I-Rv
430752,,Domine quinque talenta,I-Rv
430763,,Domine iste sanctus habitabit,I-Rv
430819,,Domine quinque talenta,I-Rv
430850,,Domine dominus*,I-Rv
430854,,Domine quinque*,I-Rv
430855,,Domine praevenisti*,I-Rv
430862,,Domine iste sanctus*,I-Rv
431027,,Domine dum veneris judicare,I-Rv
431037,,Domine secundum actum meum,I-Rv
688647,,Domine apud te est fons,I-UDs
688652,,Domine exaudi orationem meam R.,I-UDs
566665,,Domine quinque talenta tradidisti mihi ,I-VCd
566688,,Domine deus virtutum converte nos,I-VCd
566713,,Domine deus virtutum converte,I-VCd
566859,,Domine audivi auditum tuum et,I-VCd
566877,,Domine audivi*,I-VCd
566891,,Domine audivi*,I-VCd
567053,,Domine dominus noster quam admirabile,I-VCd
567073,,Domine qui operati sunt justitiam,I-VCd
567083,,Domine spes sanctorum est turris,I-VCd
567107,,Domine dominus noster*,I-VCd
567259,,Domine ne in ira tua,I-VCd
567282,,Domine in virtute tua,I-VCd
567287,,Domine dilexi decorem domus tuae,I-VCd
567335,,Domine si tu vis potes me,I-VCd
567336,,Domine puer meus jacet,I-VCd
567338,,Domine non sum dignus ut,I-VCd
567347,,Domine in caelo*,I-VCd
567420,,Domine deus in adjutorium,I-VCd
567434,,Domine refugium factus es,I-VCd
567467,,Domine probasti me et cognovisti,I-VCd
567469,,Domine clamavi ad te exaudi,I-VCd
567480,,Domine exaudi*,I-VCd
567483,,Domine exaudi orationem meam et,I-VCd
567509,,Domine quinque talenta*,I-VCd
567597,,Domine salva nos perimus impera,I-VCd
567598,,Domine salva nos perimus impera,I-VCd
567692,,Domine qui me creasti et,I-VCd
567862,,Domine puer meus*,I-VCd
567863,,Domine non sum dignus*,I-VCd
567896,,Domine abstraxisti ab inferis animam ,I-VCd
567901,,Domine refugium factus es nobis ,I-VCd
567905,,Domine vivifica me secundum eloquium,I-VCd
567954,,Domine non habeo hominem ut,I-VCd
567957,,Domine bonum est nos hic esse,I-VCd
567973,,Domine deus virtutum exaudi preces ,I-VCd
567978,,Domine refugium factus es nobis ,I-VCd
568015,,Domine deus salutis meae*,I-VCd
568017,,Domine deus virtutum exaudi preces ,I-VCd
568026,,Domine deus salutis meae in,I-VCd
568030,,Domine deus meus in te ,I-VCd
568050,,Domine labia mea aperies et,I-VCd
568094,,Domine dominus noster quam admirabile,I-VCd
568104,,Domine ne in furore tuo*,I-VCd
568120,,Domine libera animam meam a ,I-VCd
568121,,Domine in auxilium meum respice ,I-VCd
568167,,Domine si peccaverit in me,I-VCd
568177,,Domine ut video propheta es,I-VCd
568205,,Domine quis habitabit in tabernaculo,I-VCd
568210,,Domine fac mecum misericordiam tuam,I-VCd
568282,,Domine si hic fuisses Lazarus,I-VCd
568293,,Domine nomen tuum in aeternum ,I-VCd
568326,,Domine ad adjuvandum me festina,I-VCd
568328,,Domine memorabor justitiae tuae solus,I-VCd
568409,,Domine convertere et eripe animam ,I-VCd
