id,name,description,feast_code,month,day
2156,Oct. Nat. Innocent.,Octave of Holy Innocents,02010400,1,4
2700,Oct. Om. Sanctorum,Octave of All Saints' Day,14110810,11,8
2284,"Oct. Philippi,Jacobi","Octave of Philip and James, Apostles",14050830,5,8
4348,Oct. Wenceslai,Octave of Wenceslas,14100520,10,5
2395,Oct.Visitatio Mariae,Octave of Visitation of Mary,14070900,7,9
2485,Octava Afrae,Octave of Afra,14081220,8,12
2486,Octava Agapiti,Octave of Agapitus,14082520,8,25
2157,Octava Agnetis,Octave of Agnes,14012800,1,28
2198,Octava Amandi,Octave of Amand,14021310,2,13
2748,Octava Andreae,Octave of Andrew,14120710,12,7
2396,Octava Apostolorum,Octave of Peter and Paul,14070600,7,6
2487,Octava Assumptionis,Octave of Assumption of Mary,14082210,8,22
2562,Octava Augustini,Octave of Augustine,14090400,9,4
2488,Octava Bartholomaei,Octave of Bartholomew,14083130,8,31
2199,Octava Blasii,Octave of Blaise,14021010,2,10
2749,Octava Concep.Mariae,Octave of the Conception of Mary,14121500,12,15
2340,Octava Cyrici,Octave of Cyricus,14062310,6,23
2627,Octava Dionysii,"Octave of Denis, Bishop of Paris",14101610,10,16
2158,Octava Epiphaniae,Octave of Epiphany,05011300,1,13
2309,Octava Floriani,Octave of Florian,14051120,5,11
2628,Octava Galli,"Octave of Gall, Hermit",14102320,10,23
2489,Octava Gaugerici,Octave of Gaugericus,14081810,8,18
2246,Octava Georgii,Octave of George,14043000,4,30
2490,Octava Jacobi,Octave of James the Greater,14080110,8,1
2397,Octava Joannis Bapt.,Octave of John the Baptist,14070100,7,1
2563,Octava Lamberti,Octave of Lambert,14092410,9,24
2491,Octava Laurentii,Octave of Laurence,14081700,8,17
2247,Octava Ludgeri,The Octave of Ludger,14040210,4,2
2398,Octava Mariae Mag.,Octave of Mary Magdalene,14072910,7,29
2399,Octava Martialis,Octave of Martial,14070630,7,6
2701,Octava Martini,Octave of Martin,14111800,11,18
2159,Octava Nat. Domini,Octave of Christmas (Circumcision),02010100,1,1
1962,"Octava Nat. Domini,8",In week after Octave of Christmas,02010108,,
2564,Octava Nat. Mariae,Octave of Birthday of Mary,14091510,9,15
2750,Octava Nicolai,Octave of Nicholas,14121320,12,13
1963,Octava Paschae,"Octave of Easter (also ""Dominica in Albis"")",08021000,,
1964,"Octava Paschae,8",In 2nd week after Easter,08021008,,
1965,Octava Pentecostes,Octave of Pentecost,08091000,,
2400,Octava Rel. Vedasti,Octave of Return of Vaast's relics,14072210,7,22
2751,Octava Saturnini,Octave of Saturninus,14120610,12,6
2285,Octava Servatii,Octave of Servatius,14052000,5,20
2160,Octava Stephani,Octave of Stephen,02010200,1,2
2161,Octava Thomae Cant.,"Octave of Thomas Becket, Bishop of Canterbury",14010510,1,5
2401,Octava Tr. Benedicti,Octave of Benedict's Translation,14071800,7,18
2629,Octava Tr. Vedasti,Octave of Vaast's Translation,14101210,10,12
2402,Octava Udalrici,Octave of Ulric,14071110,7,11
2200,Octava Vedasti,Octave of Vaast,14021300,2,13
2341,Octava Viti,Octave of Vitus,14062230,6,22
1961,Octava de Trinitate,Octave of Trinity Sunday,09021020,,
2752,Odiliae,"Odilia (Ottilia), Abbess",14121340,12,13
1966,Officia votiva,Votive Offices,15009000,,
2403,Olavi,"Olaf of Norway, King and Martyr",14072940,7,29
2702,Omnium Sanctorum,All Saints' Day,14110100,11,1
1967,"Omnium Sanctorum,8",In week after All Saints' Day,14110108,,
2630,Opilii,"Opilius, Deacon",14101200,10,12
2248,Opportunae,"Opportuna, Virgin and Abbess",14042210,4,22
2565,Ordin. Gregorii,Ordination of Gregory,14090310,9,3
1968,"Ordin. Gregorii,8",In week after Gregory's Ordination,14090318,,
2631,Ordinatio Amandi,Ordination of Amandus (Amand),14102600,10,26
2342,Ordinatio Oswaldi,Ordination of Oswald,14060100,6,1
4349,Ordinatio Zenonis,"Ordination of Zeno, Bishop of Verona",14120820,12,8
4350,Ordo ad consecrandum novum sepulcrum,Rite for the consecration of a new sepulchre,13005000,,
4351,Ordo ad corpus parvuli commendandum,Rite for the commendation of the corpse of a child,13006000,,
4352,Ordo ad reconciliandum paenitentes,Rite for reconciling with the penitents,16038020,,
4353,Ordo ad visitandum vel perunguendum infirmum,Rite for the visiting or anointing of the sick,16013010,,
4354,Ordo celebrandus super eum qui ab spiritu inmundo vexatur,Rite for someone possessed by an evil spirit,16036000,,
4355,Ordo de energumeno,Rite for a possessed person,16041000,,
4356,Ordo de parvulo defuncto,Rite for a dead child,13010000,,
4357,Ordo de patribus et fratribus defunctis,Rite for dead parents and siblings,13012000,,
4358,Ordo in commendatione presbyteri,Rite for the commendation of a presbyter,13007000,,
4359,Ordo in finem hominis diei,Last rites (including extreme unction),13004000,,
4360,Ordo quando rex cum exercitu ad prelium egreditur,Rite when the king goes out to battle with his army,16040000,,
4361,Ordo quando sal ante altare ponitur antequam exorcizetur,Rite when the salt is placed before the altar for its exorcism,16035000,,
4362,Ordo super eum qui barbam tangere cupit,Rite for him who desires to anoint his beard,16034000,,
4363,Ordo super sepulcrum quando clamore proclamatur,Rite over the sepulchre when the clamor is proclaimed,13008000,,
4606,Ordo virtutum Hildegardiensis,Hildegard of Bingen's Ordo virtutum.,17010000,,
4364,Ordo votivo energumeno id est daemonia sustinens,Votive ordo for a possessed person who is sustained by a demon,16041010,,
2286,Orientii,"Orientius (Orens), Bishop",14050120,5,1
2201,"Oswaldi, Epi.","Oswald, Bishop of Worcester",14022800,2,28
2492,"Oswaldi, Reg.","Oswald, King of Northumbria",14080510,8,5
2703,Othmari,"Othmar (Audemar), Abbot",14111600,11,16
2287,Pancratii et Soc.,"Pancras and Companions, Martyrs",14051210,5,12
2404,Pantaleonis,"Pantaleon (Panteleimon), Martyr",14072700,7,27
1969,Pascha Annotinum,Memorial of past year's Easter,08020100,,
4541,Paschalis Baylon,"Pascual Baylón, Confessor",14051720,5,17
2493,Passio Laurentiae,Passion of Laurentia,14081630,8,16
4605,Passio Ragnulfi,"Passion of Ragnulf (Rainulf, Renon), Martyr, father of Hadulf (Bishop of Arras)",14110950,11,9
2632,Patriarcharum,"Abraham, Isaac and Jacob",14100930,10,9
2162,Paulae,"Paula, Widow",14012610,1,26
2343,Pauli,"Paul, Apostle",14063000,6,30
2163,Pauli Heremitae,Paul the Hermit,14011010,1,10
1970,"Pauli,8",In week after Paul (Apostle),14063008,,
2494,Paulini,"Paulinus, Bishop of Trier",14083110,8,31
2633,Paulini Ebor.,"Paulinus, Archbishop of York",14101010,10,10
1971,"Paulini Ebor.,8",In week after Paulinus of York,14101018,,
2344,Paulini Nolansis,"Paulinus, Bishop of Nola",14062200,6,22
2495,Pelagii,"Pelagius, Martyr",14082840,8,28
2753,Perpetui,"Perpetuus, Bishop of Tours",14123010,12,30
2345,Petri,"Peter, Apostle",14062910,6,29
2634,Petri Alcantarae,"Peter of Alcantara, Founder",14101920,10,19
4574,Petri Gundisalvi,"Peter González, Dominican friar",14041410,4,14
4573,Petri Regalati,"Peter Regalado, Franciscan friar",14051330,5,13
4560,Petri de Rates,"Peter de Rates, reputed first Bishop of Braga",14042610,4,26
4535,Petri de Tarentasia,"Peter II of Tarentaise, Archbishop",14050820,5,8
2249,"Petri, Mart.","Peter the Martyr, Dominican Friar and Priest",14042900,4,29
2346,"Petri, Pauli","Peter and Paul, Apostles",14062900,6,29
1972,"Petri, Pauli,8",In week after Peter and Paul,14062908,,
1973,"Petri,8",In week after Peter (Apostle),14062918,,
2288,Petronillae,"Petronilla, Virgin",14053110,5,31
2496,Philiberti,"Philibert, Abbot",14082000,8,20
4365,Philippi Benitii,"Philip Benitius (Filippo Benizzi), Confessor",14082310,8,23
4366,Philippi Nerii,"Philip Neri, Confessor, Apostle of Rome and founder of the ""Oratory""",14052620,5,26
2289,"Philippi, Jacobi","Philip and James, Apostles",14050100,5,1
1974,"Philippi, Jacobi,8",In week after Philip and James,14050108,,
4525,Photini Episc. et soc.,"Photinus (Pothinus), First Bishop of Lyons",14060210,6,2
4494,Piati,"Piatus of Tournai (Piat de Seclin, Piaton, Platon, Piato), Martyr",14100130,10,1
2704,Pirmini,"Pirminus, Abbot and Bishop",14110300,11,3
4200,Placidi et Soc.,"Placidus and Companions, Martyrs (Placidus, Eutychius, Victorinus, Flavia, and 30 companions)",14100510,10,5
2164,Polycarpi,"Polycarp, Bishop of Smyrna, Martyr",14012600,1,26
2165,Pontiani,"Pontianus, Martyr at Spoleto",14011420,1,14
4201,"Pontiani, Pont.","Pontianus, Pope and Martyr",14111910,11,19
2290,Pontii,"Pontius, Martyr",14051400,5,14
4367,Potentianae virginis,"Potentiana, Virgin (sepulchre found at Villanueva, Spain)",14041700,4,17
2166,Praejecti,"Praejectus (Prix), Bishop Martyr",14012510,1,25
2705,Praesentatio Mariae,Presentation of Mary,14112100,11,21
2405,Praxedis,"Praxedes, Virgin",14072100,7,21
4202,Pretiosissimi Sanguinis,Feast of the Most Precious Blood (of Jesus Christ),14070110,7,1
2347,"Primi, Feliciani","Primus and Felician, Martyrs",14060900,6,9
2167,Priscae,"Prisca, Virgin Martyr",14011800,1,18
2566,Prisci,"Priscus, Bishop of Capua",14090120,9,1
4369,Pro Archiepiscopo,Chants for the Archbishop,16028010,,
4383,Pro Sacerdote,Chants for the Priest,16028000,,
4600,Pro adversitate ecclesiae,Chants for the adversity of the church (Votive Mass),16052000,,
4368,Pro amico,Chants for the friend,16029000,,
4370,Pro baptismo,Chants for baptism,16032000,,
4448,Pro consecratione crucis,Chants for the consecration of the cross,16048010,,
4371,Pro conversis,Chants for the converted men and women,16037000,,
1975,Pro defunctis,Chants for the Dead,13001000,,
4372,Pro defunctis Episcopis,For the death of Bishops,13003000,,
4373,Pro defunctis Sacerdotibus,For the death of priests,13011000,,
4543,Pro familiaribus,Chants for family members,16044000,,
4374,Pro febribus,Chants for fever,16031000,,
4375,Pro infirmis,Chants for many who are sick,16013030,,
4376,Pro iter agentibus,"Chants for travellers, pilgrims",16030000,,
2999,Pro nec Virgine nec Martyre,,,,
4377,Pro omni populo christiano,Chants for all the Christian people,16043000,,
4452,Pro ordinatione Episcopi,Chants for the ordination of a bishop,16033010,,
4453,Pro ordinatione Episcoporum,Chants for the ordination of several bishops,16033020,,
4378,Pro ordinatione clerici,Chants for the ordination of a cleric,16033000,,
4379,Pro pace,Chants for peace,16019010,,
2106,Pro pace regni,Chants for the peace of the realm and the church,16019000,,
4380,Pro paenitente,Rite for repenting (not specifically for one or several penitents),16038000,,
4381,Pro paenitentibus,Chants for several pentitents,16038030,,
2107,Pro pluvia,Chants for rain,16020000,,
2967,Pro quacumque necessitate,For all needs,16050000,,
4444,Pro reconciliatione ecclesiae,Chants for the restoration of churches and sacred places,16047000,,
4382,Pro remissione peccatorum,Chants for forgiveness,16045000,,
4384,Pro salute vivorum,Chants for the health of the living,16027000,,
4385,Pro serenitate,Chants for serenity,16042000,,
4386,Pro sponso et sponsa,Chants for the bride and groom,16044000,,
4469,Pro stabilitate loci,For stability of place,16049000,,
4468,Pro stabilitate loci,For stability of place,16049000,,
4387,Pro tribulatione,Chants for distress,16026000,,
4388,Pro uno infirmo,Chants for one who is sick,16013020,,
4389,Pro uno paenitente,Chants for one penitent,16038010,,
2635,"Probi, Tarachi","Probus and Tarachus, Martyrs",14101110,10,11
2406,"Processi, Martiniani","Processus and Martinian, Martyrs",14070210,7,2
4390,Procopii Sázaviensis,"Procopius of Sázava, Abbot, Confessor, canonized 1204",14070430,7,4
4610,Procopii megalomartyris,"Procopius Megalomartyr, Procopius of Scythopolis, martyr of Caesarea of Palestine, the ascete and Roman general",14070840,7,8
2771,Prosperi,"Prosper, Confessor, Bishop of Reggio in Emilia",14062520,6,25
2567,"Proti, Hiacinthi","Protus and Hyacinth, Martyrs",14091100,9,11
2291,"Pudentianae,Pudentis","Pudentiana and Pudens, Martyrs",14051910,5,19
2202,Purificatio Mariae,Purification of Mary (Candlemas),14020200,2,2
2096,Purificatio Mariae TP,"Purification of Mary, Eastertide",14020280,,
4487,"Purificatio Mariae, Vigilia",Eve of Purification of Mary,14020130,2,1
1976,"Purificatio Mariae,8",In week after Purification of Mary,14020208,,
4539,Purissimi cordis de BMV,Most pure heart of Mary,14070930,7,9
1977,Q.T. Adventus,"Ember Days, Advent",01030009,,
4391,Q.T. Quadragesimae,"Ember Days, Lent",07010009,,
2226,Quadrag. Martyrorum,Forty Martyrs of Sebaste,14030900,3,9
2706,Quattuor Coronatorum,The Four Crowned Martyrs,14110800,11,8
2568,Quattuor Virginum,"Euphemia, Dorothea, Thecla, and Erasma, Virgin Martyrs",14091920,9,19
4392,Quinque fratrum,"Five Brothers (Christian, Benedict, John, Matthew, Isaac; Camaldolese order)",14111230,11,12
2636,Quintini,"Quintinus (Quentin), Martyr",14103100,10,31
4393,Quirini,"Quirinus, Bishop of Siscia (Sissek)",14060410,6,4
2497,Radegundis,"Radegund, Matron",14081310,8,13
2637,Ragenfredis,"Ragenfredis, Canoness",14100800,10,8
2292,Ragnulfi,"Ragnulf (Rainulf, Renon), Martyr, father of Hadulf (Bishop of Arras)",14052700,5,27
2638,"Raphaelis, Archang.",Raphael the Archangel,14102410,10,24
1978,Recollectio Mariae,Recollection of Feasts of Mary,15081520,,
4394,Reginae Mariae,The Queenship of Mary,14053130,5,31
4496,Reguli Silvanecti,"Regulus of Senlis (Rieule), Confessor, Bishop of Senlis",14043040,4,30
4495,"Reguli Silvanecti, transl.",Moving of Regulus of Senlis's relics ,14033000,3,30
2754,Relatio Martini,Return of Martin's relics,14121410,12,14
2407,Relatio Vedasti,Return of Vaast's relics,14071500,7,15
1979,"Relatio Vedasti,8",In week after Return of Vaast,14071508,,
2569,Reliquiarum,Feast of Relics,14091500,9,15
1980,"Reliquiarum,8",In week after Feast of Relics,14091508,,
2570,Remacli,"Remaclus, Bishop",14090300,9,3
2639,Remigii,"Remigius (Remi), Bishop of Reims",14100100,10,1
2168,"Remigii, Hilarii","Remigius, Bishop of Reims, Confessor & Hilary, Bishop of Poitiers, Doctor",14011440,1,14
2640,Richarii,"Richarius (Riquier), Abbot",14100920,10,9
2293,Rictrudis,"Rictrudis, Widow",14051200,5,12
2250,Roberti,"Robert of Molesmes, Abbot",14042910,4,29
2498,Rocho,"Rochus (Roche, Roch), Confessor",14081640,8,16
2499,Romani,"Romanus, Martyr",14080900,8,9
2707,Romani Antiochiae,"Romanus of Antioch, Martyr",14111810,11,18
2500,Rufi,"Rufus, Bishop",14082820,8,28
2408,"Rufinae, Secundae","Rufina and Secunda, Virgin Martyrs",14071010,7,10
2571,Ruperti,"Rupert (Rubert), Bishop",14092420,9,24
4203,Ruperti Bingensis,Rupert of Bingen,14051510,5,15
4395,Ruperti Salisburgii,"Rupert (Rubert) of Salzburg, Bishop",14032700,3,27
3009,Rustici et Eleutherii Martyrum,,,10,9
2755,Sabae,"Sabas, Abbot",14120500,12,5
1981,Sabb. Adventus,Saturdays in Advent,01007000,,
1982,Sabb. Cor. Christi,Saturday after Corpus Christi,09017000,,
1984,Sabb. Hebd. 1 Quad.,"Saturday, 1st week, Lent",07017000,,
1986,Sabb. Hebd. 2 Quad.,"Saturday, 2nd week, Lent",07027000,,
1985,Sabb. Hebd. 2 p. Ep.,"Saturday, 2nd week after Epiphany",05027000,,
1988,Sabb. Hebd. 3 Quad.,"Saturday, 3rd week, Lent",07037000,,
1987,Sabb. Hebd. 3 p. Ep.,"Saturday, 3rd week after Epiphany",05037000,,
1990,Sabb. Hebd. 4 Quad.,"Saturday, 4th week, Lent",07047000,,
1989,Sabb. Hebd. 4 p. Ep.,"Saturday, 4th week after Epiphany",05047000,,
4396,Sabb. Hebd. 5 p.Ep.,"Saturday, 5th week after Epiphany",05057000,,
1996,Sabb. Q.T. Adventus,"Ember Day, Advent (Saturday)",01037009,,
1997,Sabb. Quadragesimae,Saturdays in Lent,07007000,,
1998,Sabb. Septuagesimae,Septuagesima Saturday,06017000,,
1999,Sabb. Sexagesimae,Sexagesima Saturday,06027000,,
1983,Sabb. de Passione,"Saturday, 5th week, Lent",07057000,,
4397,Sabb. in Pent. 17,Saturday in the 17th week after Pentecost,09167000,,
1991,Sabb. p. Ascensionem,Saturday after Ascension,08067000,,
4545,Sabb. p. Dom. 1 p. Pent.,Saturday in the 2nd week after Pentecost,09017010,,
1992,Sabb. p. Epiphaniam,"Saturday, 1st week after Epiphany",05017000,,
1993,Sabb. p. Nat. Dom.,Saturday after Christmas,03027000,,
1994,Sabb. p. Oct. Asc.,"Saturday, after the Octave of Ascension",08077100,,
1995,Sabb. p. Oct. Pasch.,"Saturday, 2nd week after Easter",08027000,,
2000,Sabb.p.Oct.Cor.Chri.,Saturday after Octave of Corpus Christi,09027000,,
2001,Sabbato 3 p. Pascha,"Saturday, 3rd week after Easter",08037000,,
2002,Sabbato 4 p. Pascha,"Saturday, 4th week after Easter",08047000,,
2003,Sabbato 5 p. Pascha,"Saturday, 6th week after Easter",08057000,,
2004,Sabbato Hebd. 1 Adv.,"Saturday, 1st week, Advent",01017000,,
2005,Sabbato Hebd. 2 Adv.,"Saturday, 2nd week, Advent",01027000,,
2006,Sabbato Hebd. 3 Adv.,"Saturday, 3rd week, Advent",01037000,,
2007,Sabbato Hebd. 4 Adv.,"Saturday, 4th week, Advent",01047000,,
2010,Sabbato Pent.,Pentecost Saturday,08087000,,
4398,Sabbato Q.T. Pent.,"Ember Day, Pentecost (Saturday)",08087009,,
2013,Sabbato Q.T. Sept.,"Ember Day, September (Saturday)",11090709,,
2014,Sabbato Sancto,Holy Saturday,07067000,,
2015,Sabbato TP,"Saturdays, Eastertide",08007000,,
2008,Sabbato in Albis,Easter Saturday,08017000,,
2009,Sabbato in estate,Saturdays in summer,10007000,,
2011,Sabbato per annum,"Saturdays, Ferial Office",04007000,,
2012,Sabbato post Cineres,Saturday after Ash Wednesday,06037000,,
2501,Sabinae,"Sabina, Martyr",14082910,8,29
2169,Sabini,"Sabinus, Bishop of Piacenza",14011710,1,17
4577,"Sabiniani, Potentiani","Sabinianus (Savinien) and Potentianus (Potentien), Bishops of Sens",14101930,10,19
4575,Sacratissimi Cordis Jesu,"Most Sacred Heart of Jesus, on Friday after the second Sunday after Pentecost",09026010,,
4486,"Salvii, Epi.","Salvius, Bishop of Albi",14091020,9,10
2409,Samsonis,"Samson, Bishop of Dol",14072810,7,28
4587,"Sanctae familiae Jesu, Mariae, Joseph",The Holy Family,05011020,,
3014,Sanctissimi Nominis BMV,The Most Holy Name of Mary,14091200,9,12
3015,Sanctissimi Redemptoris. Die 23 Octobris,,,,
3016,Sanctorum Angelorum Custodum,,,10,2
4576,Sanctorum Quinque Martyrum Ordinis Minorum,Five Martyrs of Morocco,14011630,1,16
2708,Saturnini,"Saturninus, Martyr Bishop of Toulouse",14112900,11,29
2203,Scholasticae,"Scholastica, Virgin",14021000,2,10
2410,Sept. Dorm. Eph.,Seven Sleepers of Ephesus,14072710,7,27
2411,Septem Fratrum,"Seven Brothers, Martyrs",14071000,7,10
2641,Sereni,"Serenus, Confessor",14100210,10,2
2642,"Sergii, Bacchi","Sergius and Bacchus, Martyrs",14100820,10,8
2294,Servatii,"Servais (Servatius), Bishop of Tongres",14051300,5,13
2643,"Severi, Epi.","Severus, Bishop",14102200,10,22
2709,Severini,"Severinus, Monk, Teacher of St. Cloud",14112410,11,24
2170,"Severini, Apost.","Severinus, ""Apostle"" of Noricum",14010530,1,5
2644,"Severini, Epi.","Severinus, Confessor and Bishop of Cologne",14102300,10,23
2204,Sigfridi,"Sigfrid, Bishop of Wexiow and Confessor",14021510,2,15
2295,Sigismundi,"Sigismund, King of Burgundy, Martyr",14050140,5,1
2756,Silvestri,"Silvester I, Pope",14123100,12,31
2171,Simeonis Stylitae,Simeon the Stylite,14010500,1,5
2645,"Simonis, Judae","Simon, Jude (Thaddeus), Apostles",14102800,10,28
2646,Simperti,"Simpert (Sintbert), Abbot of Murbach and Bishop of Augsburg",14101350,10,13
2412,Simplicii et Soc.,"Simplicius and Companions, Martyrs",14072920,7,29
2502,Sixti,"Sixtus and Companions, Martyrs",14080610,8,6
4399,Sophiae viduae,"Sophia, widow",14011620,1,16
2172,Speusippi,"Speusippus and Meleusippus, Martyrs",14011720,1,17
2016,Ss Ord. Benedictinae,Saints of the Benedictine Order,12016000,,
2296,Stanislai,"Stanislaus, Bishop of Krakow",14050710,5,7
2757,Stephani,Stephen the First Martyr,02122600,12,26
4578,Stephani Abbatis,"Stephen Harding, third Abbot of Citeaux, founder of the Cistercian Order",14041710,4,17
2503,"Stephani, Pont.","Stephen I, Pope",14080200,8,2
2504,"Stephani, Reg.","Stephen I, King and Apostle of Hungary",14082030,8,20
2017,"Stephani,8",In week after Stephen,02122608,,
2572,Stig. Francisci,The Stigmata of Francis,14091710,9,17
2297,Subventio Martini,Hiding of Martin's relics,14051220,5,12
4400,Suff. Adalberti,Memorial chants for Adalbert,15042310,,
2018,Suff. Afrae,Memorial chants for Afra,15080500,,
2019,Suff. Agnetis,Memorial chants for Agnes,15012100,,
2020,Suff. Annae,Memorial chants for Anne,15072600,,
2021,Suff. Annae TP,"Memorial chants for Anne, Eastertide",15072680,,
2022,Suff. Apostolorum,Memorial chants for Apostles,15004000,,
2023,Suff. Benedicti,Memorial chants for Benedict,15032100,,
2097,Suff. Caeciliae,Memorial chants for Cecilia,15112200,,
2024,Suff. Confessorum,Memorial chants for Confessors,15005000,,
4204,Suff. Corporis Christi,Memorial chants for Corpus Christi,15915000,,
2026,Suff. Crucis,Memorial chants for the Holy Cross,15050300,,
2027,Suff. Crucis TP,"Memorial chants for the Holy Cross, Eastertide",15050380,,
2028,Suff. David,Memorial chants for David,15030100,,
2029,Suff. Exalt. Crucis,Memorial chants for the Exaltation of the Cross,15091400,,
2030,Suff. Francisci,Memorial chants for Francis,15100400,,
2031,Suff. Genovefae,Memorial chants for Genevieve,15010300,,
4401,Suff. Georgii,Memorial chants for George,15042300,,
2032,Suff. Hermagorae,Memorial chants for Hermagoras,15071200,,
2033,Suff. Jo. Bapt. Adv.,"Memorial chants for John the Baptist, Advent",15062410,,
2034,Suff. Jo. Bapt. Nat.,"Memorial chants for John the Baptist, Christmas",15062430,,
2035,Suff. Jo. Bapt. TP,"Memorial chants for John the Baptist, Eastertide",15062480,,
2036,Suff. Joannis Bapt.,Memorial chants for John the Baptist,15062400,,
2100,Suff. Joannis Evang.,Memorial chants for John the Evangelist,15122700,,
2037,Suff. Justinae,Memorial chants for Justina,15092600,,
2038,Suff. Justinae TP,"Memorial chants for Justina, Eastertide",15092680,,
2039,Suff. Lamberti,Memorial chants for Lambert,15091700,,
2040,Suff. Laurentii,Memorial chants for Laurence,15081000,,
2041,Suff. Ludgeri,Memorial Chants for Ludger,15032600,,
4402,Suff. Ludmilae,Memorial chants for Ludmila,15091630,,
2042,Suff. Marcelli Par.,Memorial chants for Marcellus of Paris,15110300,,
2043,Suff. Mariae,Memorial chants for Mary,15081500,,
2044,Suff. Mariae Adv.,"Memorial chants for Mary, Advent",15081510,,
4403,Suff. Mariae Mag.,Memorial chants for Mary Magdalene,15072200,,
2045,Suff. Mariae Nat.,"Memorial chants for Mary, Christmas",15081530,,
2046,Suff. Mariae TP,"Memorial chants for Mary, Eastertide",15081580,,
2047,Suff. Martini,Memorial chants for Martin of Tours,15111100,,
2048,Suff. Martyrorum,Memorial chants for Martyrs,15007000,,
2049,Suff. Mauritii,Memorial chants for Maurice,15092200,,
2050,Suff. Michaelis,Memorial chants for Michael,15092900,,
2051,Suff. Nicolai,Memorial chants for Nicholas,15120600,,
2052,Suff. Om. Sanct. Adv,"Memorial chants for All Saints, Advent",15110110,,
2053,Suff. Om. Sanct. Nat,"Memorial chants for All Saints, Christmas",15110130,,
2054,Suff. Om. Sanct. TP,"Memorial chants for All Saints, Eastertide",15110180,,
2055,Suff. Om. Sanctorum,Memorial chants for All Saints,15110100,,
2056,Suff. Ordinis Carm.,Suffrages for the Order of Carmelites,12017000,,
2057,"Suff. Oswaldi,Wulst.","Memorial chants for Oswald (Feb.28) and Wulfstan (Jan.19), Bishops of Worcester",15022800,,
2058,Suff. Paschae,Memorial chants for Easter,15811000,,
2059,Suff. Pauli,Memorial chants for Paul,15063000,,
2113,"Suff. Perpetuae, Felicitatis",Memorial Chants for Perpetua and Felicity,15030710,,
2060,Suff. Petri,Memorial chants for Peter,15062910,,
2061,"Suff. Petri, Pauli",Memorial chants for Peter and Paul,15062900,,
2065,Suff. Reliquiarum,Memorial chants for Relics,15120400,,
2066,Suff. Stephani,Memorial chants for Stephen,15122600,,
2112,Suff. Thomae Apost.,Memorial Chants for Thomas the Apostle,15122100,,
2067,Suff. Udalrici,Memorial chants for Ulric,15070400,,
2069,Suff. Vedasti,Memorial chants for Vaast,15020600,,
2070,Suff. Virginum,Memorial chants for Virgins,15010000,,
2071,Suff. Walburgae,Memorial chants for Walburga,15022500,,
4404,Suff. Wenceslai,Memorial chants for Wenceslas,15092800,,
2062,Suff. pro Pace,Memorial chants for peace,15001000,,
2063,Suff. pro Pace TP,"Memorial chants for peace, Eastertide",15001080,,
2064,Suff. pro Penitent.,Memorial chants for penitence,15003000,,
2068,Suff. un. Mart. TP,"Memorial chants for one Martyr, Eastertide",15006080,,
2102,Suff. unius Conf.,Memorial chants for one Confessor,15005100,,
2101,Suff. unius Mart.,Memorial chants for one Martyr,15006000,,
2173,Sulpicii Severi,"Sulpicius Severus, Bishop of Bourges",14012910,1,29
2251,"Sulpitii, Serviliani","Sulpitius (Sulpitianus, Simplicius) and Servilianus, Martyrs",14042000,4,20
2758,Suscept. Reliquiarum,"Feast of Relics (Notre Dame, Paris)",14120410,12,4
2413,Swithuni,"Swithun, Bishop of Winchester",14071520,7,15
2505,Symphoriani,"Symphorian (and Timothy), Martyrs",14082200,8,22
2759,Syri,Syrus,14120900,12,9
2506,Taurini,"Taurinus, Bishop of Evreux",14081130,8,11
4405,Teresiae Avilensis,"Teresa (Teresia), Virgin, reformer of the Carmelite Order and ascetical write (canonized in 1622)",14101500,10,15
3031,Teresiae Virginis,,,10,15
2507,Tertullini,"Tertullinus, Martyr",14080400,8,4
2573,Theclae,"Thecla of Iconium, Virgin Martyr",14092300,9,23
4406,Theodardi,"Martyr, Bishop of Maestricht",14091010,9,10
2710,Theodori Tiro,"Theodore Tiro, Martyr",14110910,11,9
2760,Thomae Apost.,"Thomas, Apostle",14122100,12,21
2761,Thomae Cant.,"Thomas Becket, Bishop of Canterbury",14122900,12,29
2072,"Thomae Cant.,8",In week after Thomas Becket,14122908,,
4579,Thomae de Aquino,"Thomas of Aquino, Doctor of the Church",14030700,3,7
4542,Tiburtii (filius Chromatii),"Tiburtius (son of Chromatius in Rome), Martyr",14081140,8,11
2508,"Tiburtii, Susannae","Tiburtius and Susanna, Martyrs",14081100,8,11
2252,"Tiburtii, Valeriani, Maximi","Tiburtius, Valerian and Maximus, Martyrs",14041400,4,14
2174,Timothei,"Timothy, Disciple of Paul, Bishop",14012400,1,24
2509,"Timothei, Apollinaris","Timothy and Apollinaris, Martyrs",14082300,8,23
2073,Tr. Christophori,Moving of Christopher's relics,17002000,,
2414,"Tr. Germani, Juliani","Moving of Germanus, Julianus relics",14072520,7,25
2574,Tr. Kunegundis,Moving of Cunegund's relics,14090910,9,9
2415,Tr. Marcelli Paris.,Moving of relics of Marcellus (Paris),14072600,7,26
2510,Transfiguratio Dom.,Transfiguration of Jesus,14080600,8,6
2712,Transl. Adalberti,Moving of Adalbert (of Prague)'s relics,14110620,11,6
2349,Transl. Aichardi,Moving of Aichardus's relics,14061700,6,17
2647,Transl. Augustini,Moving of Augustine's relics,14101120,10,11
2762,Transl. Baboleni,Moving of Babolenus' relics,14120720,12,7
